Time Period,Date,Symbol,Sector,Open,Close,High,Low,Volume,Price to Earnings Ratio,Market Cap,Dividend Yield %,52 Week Change %,Debt to Equity,Revenue Growth,Profit Margin
6 Months,2024-08-02,GM,Consumer Cyclical,42.17936449689035,40.97509002685547,42.2191722423413,40.79594568073212,21627000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-05,GM,Consumer Cyclical,39.21347266106756,39.760868072509766,40.10920957161728,38.77555329460373,23849400.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-06,GM,Consumer Cyclical,39.830536724433756,40.41774368286133,40.95518811192473,39.59167126819303,14702000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-07,GM,Consumer Cyclical,41.034809887797515,40.457557678222656,41.31348310644484,40.32817205672017,11245300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-08,GM,Consumer Cyclical,40.89547088131722,42.527706146240234,42.77652259020137,40.89547088131722,17717900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-09,GM,Consumer Cyclical,42.398319733779935,43.27415466308594,43.901173153117085,42.25898313524803,14119700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-12,GM,Consumer Cyclical,43.13481762805869,42.786476135253906,43.39358505176546,42.53765969849691,9336100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-13,GM,Consumer Cyclical,42.856146504221705,43.11491394042969,43.144770699358915,42.31870206366931,10304300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-14,GM,Consumer Cyclical,43.413492552287714,43.403541564941406,43.741932084280954,43.24429919093677,10772200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-15,GM,Consumer Cyclical,44.55804708742124,44.647621154785156,44.97605687069455,44.408755709602225,12913900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-16,GM,Consumer Cyclical,44.53814465816962,45.105445861816406,45.21492570754434,44.438619596582996,10592600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-19,GM,Consumer Cyclical,45.23482790460085,45.543357849121094,45.71255499641319,44.96610570358689,9598100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-20,GM,Consumer Cyclical,45.4836482603897,45.76232147216797,46.2500033894177,45.453787704386485,9188700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-21,GM,Consumer Cyclical,46.03104295835663,46.339576721191406,46.69786921774565,46.03104295835663,11897000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-22,GM,Consumer Cyclical,46.46895812976235,46.240047454833984,46.747635131245396,46.16042816629431,6629400.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-23,GM,Consumer Cyclical,47.08602790913449,48.34006118774414,48.39977850449235,46.96659327563807,12918100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-26,GM,Consumer Cyclical,48.63863783182952,48.51920700073242,48.93721680789111,48.40972715696105,8800700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-27,GM,Consumer Cyclical,48.33010607461391,49.01683807373047,49.22584296955235,48.33010607461391,10256500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-28,GM,Consumer Cyclical,48.76802463928945,48.817787170410156,49.215895012651295,48.60878226172055,7397300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-29,GM,Consumer Cyclical,49.25570746892203,49.235801696777344,49.58414321771487,48.87750539144856,8448600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-08-30,GM,Consumer Cyclical,49.454756522537906,49.54433059692383,49.62395368377254,48.87750432943574,15736900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-03,GM,Consumer Cyclical,48.91731500411033,48.180816650390625,49.6239528024732,47.892188660646575,14946800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-04,GM,Consumer Cyclical,48.4395827165399,48.22062683105469,49.04669543759848,47.96185560733911,8293300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-05,GM,Consumer Cyclical,48.449540142716735,47.92205047607422,48.83769320282257,47.67323402250506,14888500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-06,GM,Consumer Cyclical,47.9619561828747,47.0340461730957,48.54065438515548,46.90433729911497,16080900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-09,GM,Consumer Cyclical,47.223622298052675,47.29346466064453,47.78236119878754,46.94424904156194,11374300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-10,GM,Consumer Cyclical,45.87665377287254,44.719261169433594,46.40546131397556,44.130587115590835,18918200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-11,GM,Consumer Cyclical,44.58955084050975,44.56959533691406,44.789102070343525,43.70155186417875,15847700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-12,GM,Consumer Cyclical,44.58955215139735,46.01633834838867,46.51521453457799,44.5197097898207,14599900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-13,GM,Consumer Cyclical,46.205913950853706,46.1959342956543,46.94424857843311,46.06622542092479,8986300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-16,GM,Consumer Cyclical,46.345598086101994,46.764652252197266,47.582808886488884,46.345598086101994,9928000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-17,GM,Consumer Cyclical,47.25355252317985,47.41319274902344,48.07170915639363,46.974183079484376,8941600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-18,GM,Consumer Cyclical,47.612742833680464,48.550628662109375,49.43862763481433,47.59278733016626,14533800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-19,GM,Consumer Cyclical,49.37876660405211,48.510719299316406,49.74793391626975,48.09166512968393,13490200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-20,GM,Consumer Cyclical,48.131576867581124,48.770137786865234,48.889867007700175,47.792340903446025,18091600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-23,GM,Consumer Cyclical,47.49301242025303,47.93202590942383,48.17148435249579,46.87440700183993,14181200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-24,GM,Consumer Cyclical,48.35107883870128,47.96195602416992,48.66038344297854,47.473059495290144,9501000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-25,GM,Consumer Cyclical,45.8467230828763,45.62721633911133,46.33561962255953,44.87890204659253,22910600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-26,GM,Consumer Cyclical,45.61724101102153,45.70703887939453,46.016339687916734,45.3478474059025,11892100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-27,GM,Consumer Cyclical,46.265776871957364,46.37553024291992,46.9642043003455,45.88663370733453,13298600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-09-30,GM,Consumer Cyclical,44.81903406022512,44.73921585083008,45.79683471970749,44.370048544366234,20251000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-01,GM,Consumer Cyclical,45.04852263456277,44.77912902832031,45.3777789492213,44.28025282552836,15157200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-02,GM,Consumer Cyclical,44.67935016094043,44.719261169433594,45.43764409781751,44.629463303385606,10730100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-03,GM,Consumer Cyclical,44.32015972184486,44.878902435302734,44.92878929401141,43.96097205546839,9409900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-04,GM,Consumer Cyclical,45.70703659970164,45.577327728271484,46.04627255151061,45.39773200048302,11428900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-07,GM,Consumer Cyclical,45.31790908784906,45.876651763916016,46.016336481401986,45.15826886699037,11276700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-08,GM,Consumer Cyclical,45.966452206838774,45.906585693359375,47.24357404541286,45.667127251688385,16608400.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-09,GM,Consumer Cyclical,45.936518146621005,47.822269439697266,47.872156294929155,45.567347044434236,17185700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-10,GM,Consumer Cyclical,47.512967086401765,47.58280944824219,47.85220304653665,47.2535531432978,9740100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-11,GM,Consumer Cyclical,47.263529205187965,47.76240539550781,48.141552365865415,47.18371099392089,9181000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-14,GM,Consumer Cyclical,47.64267540096091,48.52069854736328,48.66038326940209,47.52294618294525,6773900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-15,GM,Consumer Cyclical,48.11162184172029,47.74245071411133,48.80006962602429,47.70254351085154,12532100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-16,GM,Consumer Cyclical,48.381013432695276,48.89984130859375,49.15925905266617,48.251304560659065,10152800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-17,GM,Consumer Cyclical,48.88986548982203,49.269012451171875,49.37876581941445,48.530674032345665,8333600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-18,GM,Consumer Cyclical,49.52842699887933,49.069461822509766,49.63818036847276,48.989639806033374,9500100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-21,GM,Consumer Cyclical,49.14927887792782,48.82002258300781,49.48851482773449,48.52069764050149,11492100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-22,GM,Consumer Cyclical,49.90757351337086,53.60923385620117,54.058223179510705,49.87764216052463,42657700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-23,GM,Consumer Cyclical,53.928513305291816,52.80105209350586,54.06819802414398,52.40195344051727,16109800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-24,GM,Consumer Cyclical,53.52941527252235,52.601505279541016,54.17795201843927,52.36204304007482,11800700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-25,GM,Consumer Cyclical,53.08042600876237,51.952964782714844,53.28995308969098,51.79332455827545,8445100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-28,GM,Consumer Cyclical,52.13256004386359,52.611480712890625,52.74118958349893,51.93300881357154,11504900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-29,GM,Consumer Cyclical,52.012830218053814,51.424156188964844,52.10262808032579,50.855437663283325,13807600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-30,GM,Consumer Cyclical,51.38424654849547,51.85319137573242,52.61148149476358,51.38424654849547,8179600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-10-31,GM,Consumer Cyclical,51.633684871425686,50.64590835571289,52.00285218063732,50.62595665780802,9364600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-01,GM,Consumer Cyclical,51.03503436732269,50.845458984375,51.66361560916757,50.675842911340936,10289500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-04,GM,Consumer Cyclical,50.87539389590775,51.683570861816406,52.65139185727291,50.87539389590775,9778500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-05,GM,Consumer Cyclical,51.54388796616668,53.57930374145508,53.61921475025444,51.39422358623069,11534000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-06,GM,Consumer Cyclical,54.35754718557786,54.926265716552734,55.25552581665563,53.02055889381937,19150100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-07,GM,Consumer Cyclical,55.006088989287775,55.2655029296875,55.80429012065988,54.0781789846542,10964800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-08,GM,Consumer Cyclical,54.976153641695255,55.455078125,55.953954306162835,54.726715551113834,10247500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-11,GM,Consumer Cyclical,56.043750388955985,57.53040313720703,58.089145850493175,55.834223298769935,11276500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-12,GM,Consumer Cyclical,57.37076176401543,57.28096389770508,58.158987056503655,56.891841079068,10219700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-13,GM,Consumer Cyclical,57.48051421953686,57.58028793334961,58.28869119734047,57.41067185864329,10048600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-14,GM,Consumer Cyclical,57.66010984022546,57.4904899597168,59.25651209494887,57.04150063616234,17750200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-15,GM,Consumer Cyclical,57.40069310374606,56.91179656982422,57.7000218621248,56.81201904832355,12625000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-18,GM,Consumer Cyclical,57.36078407283329,56.12356948852539,57.390715425267764,55.71449117872062,12277800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-19,GM,Consumer Cyclical,54.89633571013008,54.98613357543945,56.65237820202938,54.64689761828441,14530600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-20,GM,Consumer Cyclical,54.87637863905754,54.74666976928711,55.36527895980877,54.45732448366201,12183700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-21,GM,Consumer Cyclical,55.07593085744572,55.55485153198242,55.684560404082944,54.60698603178297,11326700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-22,GM,Consumer Cyclical,55.6147189034916,58.39844512939453,58.76761624753299,55.524921037744846,14591700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-25,GM,Consumer Cyclical,59.02703007238687,60.064693450927734,61.1023568294686,58.76761613081328,25347300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-26,GM,Consumer Cyclical,57.520427328712294,54.66685485839844,58.18891960914856,54.606988344249956,25817300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-27,GM,Consumer Cyclical,55.07593064007809,55.3752555847168,55.943974121367276,55.02604378365884,11386800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-11-29,GM,Consumer Cyclical,56.303165688668436,55.46505355834961,56.86190837758871,55.46505355834961,8064700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-02,GM,Consumer Cyclical,55.375255450948636,54.916290283203125,55.494984667290254,54.56707467686559,10602600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-03,GM,Consumer Cyclical,54.976152567434426,53.539390563964844,55.08590593412533,53.359794837765754,14234800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-04,GM,Consumer Cyclical,53.49948046717611,53.24006652832031,53.70901135538937,52.64141282876175,13225700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-05,GM,Consumer Cyclical,53.48950337508181,53.269996643066406,53.78882831484265,52.89084968943702,10017900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-06,GM,Consumer Cyclical,53.709999084472656,53.40999984741211,53.900001525878906,53.0099983215332,8625900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-09,GM,Consumer Cyclical,54.0,52.709999084472656,54.459999084472656,52.65999984741211,7959600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
6 Months,2024-12-10,GM,Consumer Cyclical,53.77000045776367,52.7400016784668,53.77000045776367,52.34000015258789,7722000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-11,GM,Consumer Cyclical,44.58955084050975,44.56959533691406,44.789102070343525,43.70155186417875,15847700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-12,GM,Consumer Cyclical,44.58955215139735,46.01633834838867,46.51521453457799,44.5197097898207,14599900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-13,GM,Consumer Cyclical,46.205913950853706,46.1959342956543,46.94424857843311,46.06622542092479,8986300.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-16,GM,Consumer Cyclical,46.345598086101994,46.764652252197266,47.582808886488884,46.345598086101994,9928000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-17,GM,Consumer Cyclical,47.25355252317985,47.41319274902344,48.07170915639363,46.974183079484376,8941600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-18,GM,Consumer Cyclical,47.612742833680464,48.550628662109375,49.43862763481433,47.59278733016626,14533800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-19,GM,Consumer Cyclical,49.37876660405211,48.510719299316406,49.74793391626975,48.09166512968393,13490200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-20,GM,Consumer Cyclical,48.131576867581124,48.770137786865234,48.889867007700175,47.792340903446025,18091600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-23,GM,Consumer Cyclical,47.49301242025303,47.93202590942383,48.17148435249579,46.87440700183993,14181200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-24,GM,Consumer Cyclical,48.35107883870128,47.96195602416992,48.66038344297854,47.473059495290144,9501000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-25,GM,Consumer Cyclical,45.8467230828763,45.62721633911133,46.33561962255953,44.87890204659253,22910600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-26,GM,Consumer Cyclical,45.61724101102153,45.70703887939453,46.016339687916734,45.3478474059025,11892100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-27,GM,Consumer Cyclical,46.265776871957364,46.37553024291992,46.9642043003455,45.88663370733453,13298600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-09-30,GM,Consumer Cyclical,44.81903406022512,44.73921585083008,45.79683471970749,44.370048544366234,20251000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-01,GM,Consumer Cyclical,45.04852263456277,44.77912902832031,45.3777789492213,44.28025282552836,15157200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-02,GM,Consumer Cyclical,44.67935016094043,44.719261169433594,45.43764409781751,44.629463303385606,10730100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-03,GM,Consumer Cyclical,44.32015972184486,44.878902435302734,44.92878929401141,43.96097205546839,9409900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-04,GM,Consumer Cyclical,45.70703659970164,45.577327728271484,46.04627255151061,45.39773200048302,11428900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-07,GM,Consumer Cyclical,45.31790908784906,45.876651763916016,46.016336481401986,45.15826886699037,11276700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-08,GM,Consumer Cyclical,45.966452206838774,45.906585693359375,47.24357404541286,45.667127251688385,16608400.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-09,GM,Consumer Cyclical,45.936518146621005,47.822269439697266,47.872156294929155,45.567347044434236,17185700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-10,GM,Consumer Cyclical,47.512967086401765,47.58280944824219,47.85220304653665,47.2535531432978,9740100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-11,GM,Consumer Cyclical,47.263529205187965,47.76240539550781,48.141552365865415,47.18371099392089,9181000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-14,GM,Consumer Cyclical,47.64267540096091,48.52069854736328,48.66038326940209,47.52294618294525,6773900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-15,GM,Consumer Cyclical,48.11162184172029,47.74245071411133,48.80006962602429,47.70254351085154,12532100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-16,GM,Consumer Cyclical,48.381013432695276,48.89984130859375,49.15925905266617,48.251304560659065,10152800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-17,GM,Consumer Cyclical,48.88986548982203,49.269012451171875,49.37876581941445,48.530674032345665,8333600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-18,GM,Consumer Cyclical,49.52842699887933,49.069461822509766,49.63818036847276,48.989639806033374,9500100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-21,GM,Consumer Cyclical,49.14927887792782,48.82002258300781,49.48851482773449,48.52069764050149,11492100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-22,GM,Consumer Cyclical,49.90757351337086,53.60923385620117,54.058223179510705,49.87764216052463,42657700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-23,GM,Consumer Cyclical,53.928513305291816,52.80105209350586,54.06819802414398,52.40195344051727,16109800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-24,GM,Consumer Cyclical,53.52941527252235,52.601505279541016,54.17795201843927,52.36204304007482,11800700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-25,GM,Consumer Cyclical,53.08042600876237,51.952964782714844,53.28995308969098,51.79332455827545,8445100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-28,GM,Consumer Cyclical,52.13256004386359,52.611480712890625,52.74118958349893,51.93300881357154,11504900.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-29,GM,Consumer Cyclical,52.012830218053814,51.424156188964844,52.10262808032579,50.855437663283325,13807600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-30,GM,Consumer Cyclical,51.38424654849547,51.85319137573242,52.61148149476358,51.38424654849547,8179600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-10-31,GM,Consumer Cyclical,51.633684871425686,50.64590835571289,52.00285218063732,50.62595665780802,9364600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-01,GM,Consumer Cyclical,51.03503436732269,50.845458984375,51.66361560916757,50.675842911340936,10289500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-04,GM,Consumer Cyclical,50.87539389590775,51.683570861816406,52.65139185727291,50.87539389590775,9778500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-05,GM,Consumer Cyclical,51.54388796616668,53.57930374145508,53.61921475025444,51.39422358623069,11534000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-06,GM,Consumer Cyclical,54.35754718557786,54.926265716552734,55.25552581665563,53.02055889381937,19150100.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-07,GM,Consumer Cyclical,55.006088989287775,55.2655029296875,55.80429012065988,54.0781789846542,10964800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-08,GM,Consumer Cyclical,54.976153641695255,55.455078125,55.953954306162835,54.726715551113834,10247500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-11,GM,Consumer Cyclical,56.043750388955985,57.53040313720703,58.089145850493175,55.834223298769935,11276500.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-12,GM,Consumer Cyclical,57.37076176401543,57.28096389770508,58.158987056503655,56.891841079068,10219700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-13,GM,Consumer Cyclical,57.48051421953686,57.58028793334961,58.28869119734047,57.41067185864329,10048600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-14,GM,Consumer Cyclical,57.66010984022546,57.4904899597168,59.25651209494887,57.04150063616234,17750200.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-15,GM,Consumer Cyclical,57.40069310374606,56.91179656982422,57.7000218621248,56.81201904832355,12625000.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-18,GM,Consumer Cyclical,57.36078407283329,56.12356948852539,57.390715425267764,55.71449117872062,12277800.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-19,GM,Consumer Cyclical,54.89633571013008,54.98613357543945,56.65237820202938,54.64689761828441,14530600.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
3 Months,2024-11-20,GM,Consumer Cyclical,54.87637863905754,54.74666976928711,55.36527895980877,54.45732448366201,12183700.0,5.5538955,57223184384,0.0091,0.5516329,174.581,0.105,0.06058
