Time Period,Date,Symbol,Sector,Open,Close,High,Low,Volume,52 Week Change %
1 Year,2024-08-07,BA,Industrials,167.0,163.24000549316406,167.97999572753906,162.99000549316406,5186400.0,-0.35958475
1 Year,2024-08-08,BA,Industrials,164.22999572753906,168.8699951171875,169.35000610351562,164.0,6063800.0,-0.35958475
1 Year,2024-08-09,BA,Industrials,168.38999938964844,167.91000366210938,169.85000610351562,166.89999389648438,3635600.0,-0.35958475
1 Year,2024-08-12,BA,Industrials,167.72999572753906,164.1300048828125,168.0500030517578,163.52000427246094,4715600.0,-0.35958475
1 Year,2024-08-13,BA,Industrials,164.5,168.75999450683594,168.8800048828125,162.6199951171875,6475500.0,-0.35958475
1 Year,2024-08-14,BA,Industrials,167.88999938964844,168.5,169.75,167.3300018310547,3852700.0,-0.35958475
1 Year,2024-08-15,BA,Industrials,170.0,176.41000366210938,176.55999755859375,169.97999572753906,5942200.0,-0.35958475
1 Year,2024-08-16,BA,Industrials,176.3000030517578,179.99000549316406,180.50999450683594,176.3000030517578,6731500.0,-0.35958475
1 Year,2024-08-19,BA,Industrials,180.0399932861328,179.63999938964844,180.6999969482422,177.6300048828125,3894200.0,-0.35958475
1 Year,2024-08-20,BA,Industrials,176.49000549316406,172.10000610351562,177.5,170.0399932861328,9549100.0,-0.35958475
1 Year,2024-08-21,BA,Industrials,173.0,173.42999267578125,174.1999969482422,171.0399932861328,4493600.0,-0.35958475
1 Year,2024-08-22,BA,Industrials,173.0,172.75999450683594,175.2100067138672,172.3000030517578,2788000.0,-0.35958475
1 Year,2024-08-23,BA,Industrials,173.8800048828125,174.9600067138672,176.9199981689453,173.1699981689453,4405900.0,-0.35958475
1 Year,2024-08-26,BA,Industrials,173.0,173.47999572753906,174.9199981689453,172.3000030517578,4034300.0,-0.35958475
1 Year,2024-08-27,BA,Industrials,173.6199951171875,173.0500030517578,173.92999267578125,171.25,3295800.0,-0.35958475
1 Year,2024-08-28,BA,Industrials,172.3000030517578,170.7100067138672,174.25,170.14999389648438,4550300.0,-0.35958475
1 Year,2024-08-29,BA,Industrials,171.7100067138672,172.25999450683594,175.27999877929688,170.6199951171875,4119500.0,-0.35958475
1 Year,2024-08-30,BA,Industrials,173.13999938964844,173.74000549316406,174.36000061035156,171.49000549316406,4146200.0,-0.35958475
1 Year,2024-09-03,BA,Industrials,167.02999877929688,161.02000427246094,169.60000610351562,158.3000030517578,17925400.0,-0.35958475
1 Year,2024-09-04,BA,Industrials,160.27999877929688,163.22000122070312,166.6999969482422,160.27999877929688,7316300.0,-0.35958475
1 Year,2024-09-05,BA,Industrials,164.14999389648438,162.14999389648438,164.6199951171875,160.10000610351562,4717500.0,-0.35958475
1 Year,2024-09-06,BA,Industrials,162.5,157.6199951171875,162.85000610351562,156.6999969482422,7328600.0,-0.35958475
1 Year,2024-09-09,BA,Industrials,162.3000030517578,162.91000366210938,164.5500030517578,161.11000061035156,9091500.0,-0.35958475
1 Year,2024-09-10,BA,Industrials,162.61000061035156,160.07000732421875,163.89999389648438,157.92999267578125,6367100.0,-0.35958475
1 Year,2024-09-11,BA,Industrials,159.7899932861328,161.3300018310547,161.8699951171875,156.10000610351562,6664800.0,-0.35958475
1 Year,2024-09-12,BA,Industrials,159.4199981689453,162.77000427246094,163.5,159.05999755859375,4756400.0,-0.35958475
1 Year,2024-09-13,BA,Industrials,159.77999877929688,156.77000427246094,162.88999938964844,155.60000610351562,19003400.0,-0.35958475
1 Year,2024-09-16,BA,Industrials,156.25,155.5500030517578,157.75999450683594,154.02000427246094,9955200.0,-0.35958475
1 Year,2024-09-17,BA,Industrials,156.1699981689453,156.38999938964844,158.8800048828125,155.13999938964844,8123200.0,-0.35958475
1 Year,2024-09-18,BA,Industrials,157.0,155.11000061035156,158.4499969482422,154.8000030517578,7714400.0,-0.35958475
1 Year,2024-09-19,BA,Industrials,157.0,154.58999633789062,157.17999267578125,154.27000427246094,9570000.0,-0.35958475
1 Year,2024-09-20,BA,Industrials,154.00999450683594,153.2899932861328,154.63999938964844,152.60000610351562,13919400.0,-0.35958475
1 Year,2024-09-23,BA,Industrials,153.0,156.3000030517578,158.42999267578125,151.64999389648438,12476800.0,-0.35958475
1 Year,2024-09-24,BA,Industrials,155.8000030517578,155.80999755859375,155.89999389648438,153.69000244140625,7414900.0,-0.35958475
1 Year,2024-09-25,BA,Industrials,156.4199981689453,152.22000122070312,157.22000122070312,152.0399932861328,9587700.0,-0.35958475
1 Year,2024-09-26,BA,Industrials,153.94000244140625,154.5800018310547,157.3300018310547,152.66000366210938,11414400.0,-0.35958475
1 Year,2024-09-27,BA,Industrials,155.3699951171875,156.32000732421875,157.3300018310547,154.38999938964844,7637000.0,-0.35958475
1 Year,2024-09-30,BA,Industrials,154.7899932861328,152.0399932861328,155.3000030517578,151.24000549316406,10902200.0,-0.35958475
1 Year,2024-10-01,BA,Industrials,151.4600067138672,154.22000122070312,156.39999389648438,149.49000549316406,12588800.0,-0.35958475
1 Year,2024-10-02,BA,Industrials,153.75999450683594,152.88999938964844,154.85000610351562,152.83999633789062,4357000.0,-0.35958475
1 Year,2024-10-03,BA,Industrials,152.1199951171875,150.52000427246094,152.74000549316406,150.50999450683594,5704800.0,-0.35958475
1 Year,2024-10-04,BA,Industrials,152.25999450683594,155.0,155.0,150.85000610351562,6657500.0,-0.35958475
1 Year,2024-10-07,BA,Industrials,155.0,155.91000366210938,158.75999450683594,154.67999267578125,6267900.0,-0.35958475
1 Year,2024-10-08,BA,Industrials,155.99000549316406,154.64999389648438,156.6999969482422,154.13999938964844,5336300.0,-0.35958475
1 Year,2024-10-09,BA,Industrials,152.0500030517578,149.3699951171875,152.19000244140625,148.8000030517578,12488500.0,-0.35958475
1 Year,2024-10-10,BA,Industrials,149.07000732421875,146.6199951171875,149.11000061035156,146.25999450683594,11275800.0,-0.35958475
1 Year,2024-10-11,BA,Industrials,146.3000030517578,151.02000427246094,151.1199951171875,146.3000030517578,10688600.0,-0.35958475
1 Year,2024-10-14,BA,Industrials,148.0,148.99000549316406,150.08999633789062,146.02000427246094,9737000.0,-0.35958475
1 Year,2024-10-15,BA,Industrials,150.5,152.35000610351562,153.9499969482422,148.5500030517578,11241700.0,-0.35958475
1 Year,2024-10-16,BA,Industrials,151.91000366210938,154.89999389648438,154.99000549316406,151.33999633789062,8356200.0,-0.35958475
1 Year,2024-10-17,BA,Industrials,155.0,155.30999755859375,157.13999938964844,154.25,6291800.0,-0.35958475
1 Year,2024-10-18,BA,Industrials,155.83999633789062,155.0,156.3699951171875,153.89999389648438,6030200.0,-0.35958475
1 Year,2024-10-21,BA,Industrials,160.25,159.82000732421875,163.44000244140625,158.36000061035156,13277600.0,-0.35958475
1 Year,2024-10-22,BA,Industrials,160.5,159.8800048828125,160.66000366210938,158.3699951171875,7380800.0,-0.35958475
1 Year,2024-10-23,BA,Industrials,160.0,157.05999755859375,161.47000122070312,153.52999877929688,15931500.0,-0.35958475
1 Year,2024-10-24,BA,Industrials,152.61000061035156,155.1999969482422,155.88999938964844,151.97999572753906,9774400.0,-0.35958475
1 Year,2024-10-25,BA,Industrials,156.1999969482422,155.00999450683594,157.47999572753906,154.52000427246094,8153000.0,-0.35958475
1 Year,2024-10-28,BA,Industrials,153.5,150.69000244140625,155.1999969482422,150.61000061035156,20992500.0,-0.35958475
1 Year,2024-10-29,BA,Industrials,147.86000061035156,152.97999572753906,155.99000549316406,147.5800018310547,66387700.0,-0.35958475
1 Year,2024-10-30,BA,Industrials,152.50999450683594,154.2899932861328,156.91000366210938,152.50999450683594,50738400.0,-0.35958475
1 Year,2024-10-31,BA,Industrials,154.30999755859375,149.30999755859375,154.47999572753906,147.8800048828125,29388200.0,-0.35958475
1 Year,2024-11-01,BA,Industrials,152.77999877929688,154.58999633789062,156.0,151.22999572753906,18894500.0,-0.35958475
1 Year,2024-11-04,BA,Industrials,154.6199951171875,155.07000732421875,156.72000122070312,152.4600067138672,10290400.0,-0.35958475
1 Year,2024-11-05,BA,Industrials,157.47000122070312,151.0,157.66000366210938,150.64999389648438,23126600.0,-0.35958475
1 Year,2024-11-06,BA,Industrials,152.3000030517578,147.16000366210938,153.1999969482422,144.1300048828125,28069300.0,-0.35958475
1 Year,2024-11-07,BA,Industrials,148.8000030517578,150.97999572753906,152.8000030517578,148.02999877929688,14709200.0,-0.35958475
1 Year,2024-11-08,BA,Industrials,151.1199951171875,151.67999267578125,152.60000610351562,149.42999267578125,12996800.0,-0.35958475
1 Year,2024-11-11,BA,Industrials,152.0,148.9600067138672,152.5,148.07000732421875,12799100.0,-0.35958475
1 Year,2024-11-12,BA,Industrials,148.39999389648438,145.1699981689453,148.5,143.85000610351562,16746700.0,-0.35958475
1 Year,2024-11-13,BA,Industrials,145.5800018310547,139.97000122070312,145.5800018310547,139.10000610351562,21249600.0,-0.35958475
1 Year,2024-11-14,BA,Industrials,140.8000030517578,138.13999938964844,141.5500030517578,137.22000122070312,15646700.0,-0.35958475
1 Year,2024-11-15,BA,Industrials,138.13999938964844,140.19000244140625,140.32000732421875,137.02999877929688,12120100.0,-0.35958475
1 Year,2024-11-18,BA,Industrials,140.25999450683594,143.8699951171875,144.69000244140625,138.1999969482422,12259900.0,-0.35958475
1 Year,2024-11-19,BA,Industrials,143.0,145.60000610351562,145.99000549316406,142.69000244140625,8247300.0,-0.35958475
1 Year,2024-11-20,BA,Industrials,146.0399932861328,146.0800018310547,147.3000030517578,145.02000427246094,9232100.0,-0.35958475
1 Year,2024-11-21,BA,Industrials,146.38999938964844,143.41000366210938,146.4199981689453,141.33999633789062,7845100.0,-0.35958475
1 Year,2024-11-22,BA,Industrials,143.61000061035156,149.2899932861328,150.33999633789062,143.49000549316406,13353100.0,-0.35958475
1 Year,2024-11-25,BA,Industrials,150.6999969482422,153.10000610351562,153.27999877929688,150.25999450683594,11479400.0,-0.35958475
1 Year,2024-11-26,BA,Industrials,152.5,150.75999450683594,153.13999938964844,149.8000030517578,8235000.0,-0.35958475
1 Year,2024-11-27,BA,Industrials,151.11000061035156,152.39999389648438,152.91000366210938,150.25,5210100.0,-0.35958475
1 Year,2024-11-29,BA,Industrials,153.0,155.44000244140625,157.5,152.85000610351562,7100100.0,-0.35958475
1 Year,2024-12-02,BA,Industrials,155.91000366210938,156.5399932861328,160.35000610351562,155.6999969482422,10097900.0,-0.35958475
1 Year,2024-12-03,BA,Industrials,156.0,155.0,156.64999389648438,154.4199981689453,6130300.0,-0.35958475
1 Year,2024-12-04,BA,Industrials,155.8800048828125,158.27999877929688,160.1999969482422,154.2100067138672,9269300.0,-0.35958475
1 Year,2024-12-05,BA,Industrials,158.5,156.6699981689453,160.02000427246094,156.0500030517578,7119800.0,-0.35958475
1 Year,2024-12-06,BA,Industrials,157.02999877929688,153.92999267578125,158.9499969482422,153.3699951171875,8182700.0,-0.35958475
1 Year,2024-12-09,BA,Industrials,154.27000427246094,157.0399932861328,161.9499969482422,154.27000427246094,13540000.0,-0.35958475
1 Year,2024-12-10,BA,Industrials,160.0,164.10000610351562,166.67999267578125,159.4199981689453,17149200.0,-0.35958475
1 Year,2024-12-11,BA,Industrials,165.52000427246094,165.9600067138672,169.3000030517578,164.3800048828125,13090000.0,-0.35958475
Yesterday,2024-12-10,BA,Industrials,160.0,164.10000610351562,166.67999267578125,159.4199981689453,17149200.0,-0.35958475
Yesterday,2024-12-11,BA,Industrials,165.52000427246094,165.9600067138672,169.3000030517578,164.3800048828125,13090000.0,-0.35958475
1 Year,2023-12-13,GM,Consumer Cyclical,32.95752436057405,33.64043045043945,33.70971023122799,32.49236065748887,28807100.0,0.45489657
1 Year,2023-12-14,GM,Consumer Cyclical,34.26394854677271,35.8771858215332,35.94646560246173,34.194668765844185,35593100.0,0.45489657
1 Year,2023-12-15,GM,Consumer Cyclical,35.92667108965428,35.36253356933594,36.11471944673701,35.25366426270171,34153800.0,0.45489657
1 Year,2023-12-18,GM,Consumer Cyclical,35.41202301733241,35.07551956176758,35.7881160030732,35.06562406695629,18151800.0,0.45489657
1 Year,2023-12-19,GM,Consumer Cyclical,35.144792848694124,35.50109100341797,35.61985957196905,35.006233294182564,11875400.0,0.45489657
1 Year,2023-12-20,GM,Consumer Cyclical,35.362533714671294,35.10520935058594,36.02564505077556,35.09531008150673,16585400.0,0.45489657
1 Year,2023-12-21,GM,Consumer Cyclical,35.46150713596204,35.8771858215332,35.94646560246173,35.32294379864008,18421900.0,0.45489657
1 Year,2023-12-22,GM,Consumer Cyclical,35.73862975842216,35.64955520629883,36.243383036810826,35.47140610205217,15020900.0,0.45489657
1 Year,2023-12-26,GM,Consumer Cyclical,35.64955354011506,35.7584228515625,36.0454374834652,35.64955354011506,10733900.0,0.45489657
1 Year,2023-12-27,GM,Consumer Cyclical,35.72872577026918,35.70893478393555,35.88708008919166,35.33284186069535,11128500.0,0.45489657
1 Year,2023-12-28,GM,Consumer Cyclical,35.629757715093334,35.827701568603516,35.867291094398546,35.540683169787,9719400.0,0.45489657
1 Year,2023-12-29,GM,Consumer Cyclical,35.75842219611901,35.55057907104492,36.08502634900967,35.491198557136634,14124700.0,0.45489657
1 Year,2024-01-02,GM,Consumer Cyclical,35.27345799735917,35.67924118041992,36.253277953047956,35.075514152471406,17501300.0,0.45489657
1 Year,2024-01-03,GM,Consumer Cyclical,35.14479814614604,34.90726852416992,35.25366746266229,34.34313095264505,20308800.0,0.45489657
1 Year,2024-01-04,GM,Consumer Cyclical,35.293249799994435,35.125,35.60995841507236,34.9171569037902,20138000.0,0.45489657
1 Year,2024-01-05,GM,Consumer Cyclical,35.144791088602894,35.61985778808594,36.23348025967681,35.07551131481672,14996100.0,0.45489657
1 Year,2024-01-08,GM,Consumer Cyclical,35.46150793470824,36.32255935668945,36.47101441539519,35.45160866551553,13774800.0,0.45489657
1 Year,2024-01-09,GM,Consumer Cyclical,35.976155290989,36.16420364379883,36.35224822114382,35.8178009691551,13892800.0,0.45489657
1 Year,2024-01-10,GM,Consumer Cyclical,36.193889726684965,35.93656539916992,36.2433747386535,35.61985679201399,16042600.0,0.45489657
1 Year,2024-01-11,GM,Consumer Cyclical,35.73862453450177,35.49119567871094,35.87718408967027,35.24376682292011,14628200.0,0.45489657
1 Year,2024-01-12,GM,Consumer Cyclical,35.30314489989409,34.897361755371094,35.748517564727734,34.83798125036958,16649600.0,0.45489657
1 Year,2024-01-16,GM,Consumer Cyclical,34.372815661286424,35.02602767944336,35.21407602323066,34.26394636234949,18287200.0,0.45489657
1 Year,2024-01-17,GM,Consumer Cyclical,34.47179136622824,34.64993667602539,34.847880523590405,34.3728175547133,15352800.0,0.45489657
1 Year,2024-01-18,GM,Consumer Cyclical,34.93695396275405,34.224361419677734,34.99633824778739,33.96703329333135,22571800.0,0.45489657
1 Year,2024-01-19,GM,Consumer Cyclical,34.23426176535431,35.144798278808594,35.29325712470301,33.98683287250713,17595100.0,0.45489657
1 Year,2024-01-22,GM,Consumer Cyclical,35.18438306004932,34.956748962402344,35.679240778968335,34.917159438777276,15127100.0,0.45489657
1 Year,2024-01-23,GM,Consumer Cyclical,35.253664212979736,34.86767578125,35.392223775604265,34.58065738697638,16822800.0,0.45489657
1 Year,2024-01-24,GM,Consumer Cyclical,34.92706437310857,34.34313201904297,35.233873792309986,34.20457243934357,15483400.0,0.45489657
1 Year,2024-01-25,GM,Consumer Cyclical,34.60045320777794,34.798397064208984,34.89736710469199,34.35302433110539,21520300.0,0.45489657
1 Year,2024-01-26,GM,Consumer Cyclical,34.79839295277219,34.81818771362305,35.18438135070236,34.67962816313166,14190100.0,0.45489657
1 Year,2024-01-29,GM,Consumer Cyclical,34.837983111120714,35.02602767944336,35.24376627731722,34.5707594979477,24054800.0,0.45489657
1 Year,2024-01-30,GM,Consumer Cyclical,37.955584716267744,37.75764465332031,38.55931172446561,37.01535809087337,57982600.0,0.45489657
1 Year,2024-01-31,GM,Consumer Cyclical,37.807131250284925,38.40095901489258,39.3411894550754,37.73785147026286,34203100.0,0.45489657
1 Year,2024-02-01,GM,Consumer Cyclical,38.77705471972076,38.47024154663086,38.90571879559267,38.13373811582633,21343000.0,0.45489657
1 Year,2024-02-02,GM,Consumer Cyclical,38.133737522636395,38.509830474853516,38.78694961045294,37.89620791368405,19817100.0,0.45489657
1 Year,2024-02-05,GM,Consumer Cyclical,38.13373932905012,37.40135192871094,38.2920936676747,37.29248261300681,19722400.0,0.45489657
1 Year,2024-02-06,GM,Consumer Cyclical,37.21329991731133,37.638877868652344,38.27229516121621,37.21329991731133,16280200.0,0.45489657
1 Year,2024-02-07,GM,Consumer Cyclical,38.14363588294361,38.32178497314453,38.717668903784926,37.70815865113472,19093800.0,0.45489657
1 Year,2024-02-08,GM,Consumer Cyclical,38.44054701178441,38.25250244140625,38.53951704346456,38.02486457270545,15864500.0,0.45489657
1 Year,2024-02-09,GM,Consumer Cyclical,38.222809771188395,38.163429260253906,38.57910793865465,38.05455995625423,13066000.0,0.45489657
1 Year,2024-02-12,GM,Consumer Cyclical,38.143638750318175,38.87602615356445,39.123455044614055,38.11394471607585,18113100.0,0.45489657
1 Year,2024-02-13,GM,Consumer Cyclical,38.40096268744259,37.9160041809082,38.53952226073813,37.440941168695545,18979000.0,0.45489657
1 Year,2024-02-14,GM,Consumer Cyclical,38.183223053237484,37.975379943847656,38.3514728639012,37.658671308686166,13278500.0,0.45489657
1 Year,2024-02-15,GM,Consumer Cyclical,38.27229590341018,38.58900833129883,39.103657059888626,38.24260564707826,15688600.0,0.45489657
1 Year,2024-02-16,GM,Consumer Cyclical,38.40096054859899,38.3019905090332,38.65828869221402,38.222811457008575,12392900.0,0.45489657
1 Year,2024-02-20,GM,Consumer Cyclical,37.955583168714156,38.608795166015625,38.76714947519584,37.737848353256695,16971300.0,0.45489657
1 Year,2024-02-21,GM,Consumer Cyclical,38.559314345615434,39.083866119384766,39.410470265821374,38.559314345615434,15987800.0,0.45489657
1 Year,2024-02-22,GM,Consumer Cyclical,39.143252738520864,38.9354133605957,39.39068164808859,38.757264243669695,11458100.0,0.45489657
1 Year,2024-02-23,GM,Consumer Cyclical,38.955199934273985,39.2224235534668,39.53913218907351,38.91561041095696,15194400.0,0.45489657
1 Year,2024-02-26,GM,Consumer Cyclical,39.232324236708216,39.38078308105469,40.31111434929224,39.192734708153786,16610200.0,0.45489657
1 Year,2024-02-27,GM,Consumer Cyclical,39.81625442948133,39.76676940917969,40.182448110271544,39.440161479351765,11507700.0,0.45489657
1 Year,2024-02-28,GM,Consumer Cyclical,39.64800163444893,40.21213912963867,40.657511829910774,39.638102365851346,15697500.0,0.45489657
1 Year,2024-02-29,GM,Consumer Cyclical,40.470229218946976,40.67868423461914,41.03603785385645,40.341184014967105,18005200.0,0.45489657
1 Year,2024-03-01,GM,Consumer Cyclical,40.50993707731113,40.68861389160156,41.492655769259606,40.1029518417938,13074600.0,0.45489657
1 Year,2024-03-04,GM,Consumer Cyclical,40.698536211290794,40.629051208496094,41.21471322251476,40.46029921124563,14703100.0,0.45489657
1 Year,2024-03-05,GM,Consumer Cyclical,40.40074397106334,40.351112365722656,40.58934558601744,39.83493533955229,18913500.0,0.45489657
1 Year,2024-03-06,GM,Consumer Cyclical,40.35111337298046,39.85478973388672,40.44045177948328,39.53714290779863,15511200.0,0.45489657
1 Year,2024-03-07,GM,Consumer Cyclical,39.8746394118133,39.0606689453125,40.02353801844224,38.97133053866491,15428000.0,0.45489657
1 Year,2024-03-08,GM,Consumer Cyclical,39.06066561505034,39.209564208984375,39.8547864005005,39.02096260509666,12917900.0,0.45489657
1 Year,2024-03-11,GM,Consumer Cyclical,38.991183731904016,39.23934555053711,39.51728936232739,38.93162731888734,11659100.0,0.45489657
1 Year,2024-03-12,GM,Consumer Cyclical,39.2889817494231,38.92169952392578,39.32868476336561,38.67353770020274,19442500.0,0.45489657
1 Year,2024-03-13,GM,Consumer Cyclical,39.16986074730788,39.9639778137207,40.17243662030627,39.05074413400817,19081300.0,0.45489657
1 Year,2024-03-14,GM,Consumer Cyclical,39.88456734013179,39.090450286865234,40.0433907507851,38.663611660737814,18012900.0,0.45489657
1 Year,2024-03-15,GM,Consumer Cyclical,38.98125844016076,40.39081573486328,40.51986093920819,38.98125844016076,82750500.0,0.45489657
1 Year,2024-03-18,GM,Consumer Cyclical,40.589348137837284,40.51986312866211,40.61912634558407,40.033468064435894,16126600.0,0.45489657
1 Year,2024-03-19,GM,Consumer Cyclical,40.61912238265243,41.20478439331055,41.3735363895927,40.42059596817737,15936400.0,0.45489657
1 Year,2024-03-20,GM,Consumer Cyclical,41.11544906539746,42.534934997558594,42.574641798081025,41.05589265126273,16909300.0,0.45489657
1 Year,2024-03-21,GM,Consumer Cyclical,42.6044187086084,43.10074234008789,43.269494343848294,42.52500889662905,15268300.0,0.45489657
1 Year,2024-03-22,GM,Consumer Cyclical,42.981622333405966,42.74338912963867,43.338975925705405,42.6838289353726,9387400.0,0.45489657
1 Year,2024-03-25,GM,Consumer Cyclical,42.74339089915026,43.22978591918945,43.63677113023494,42.74339089915026,14644700.0,0.45489657
1 Year,2024-03-26,GM,Consumer Cyclical,43.36875732651342,43.67647933959961,44.242287973567066,43.11067070563215,15961300.0,0.45489657
1 Year,2024-03-27,GM,Consumer Cyclical,43.736040336926244,44.262142181396484,44.480525793810024,43.72611174364444,22172100.0,0.45489657
1 Year,2024-03-28,GM,Consumer Cyclical,44.3018447611321,45.01654815673828,45.20515354463797,44.27206277077249,14766400.0,0.45489657
1 Year,2024-04-01,GM,Consumer Cyclical,44.79817358758594,45.06618881225586,45.3937604513087,44.64927497833079,11008300.0,0.45489657
1 Year,2024-04-02,GM,Consumer Cyclical,44.63935012473012,44.5599365234375,44.92721496279356,44.262143091888014,13061900.0,0.45489657
1 Year,2024-04-03,GM,Consumer Cyclical,44.341551731234155,44.83787536621094,45.08603718369933,44.31177352486318,14377100.0,0.45489657
1 Year,2024-04-04,GM,Consumer Cyclical,45.37390207929653,43.358829498291016,45.7014774691055,43.299269303785245,16988600.0,0.45489657
1 Year,2024-04-05,GM,Consumer Cyclical,43.39853675089831,43.90478515625,43.98419874975928,43.14044635864171,11209800.0,0.45489657
1 Year,2024-04-08,GM,Consumer Cyclical,44.10331545035135,44.01397705078125,44.52022545724611,43.954416855518325,8250400.0,0.45489657
1 Year,2024-04-09,GM,Consumer Cyclical,44.25221678537885,44.4011116027832,44.54008161368678,43.74596456091717,8794800.0,0.45489657
1 Year,2024-04-10,GM,Consumer Cyclical,43.577213646299995,43.61691665649414,44.222432055075465,43.19007805705643,11636400.0,0.45489657
1 Year,2024-04-11,GM,Consumer Cyclical,43.57721843545233,43.51765823364258,43.66655684484247,42.87243596730838,19563000.0,0.45489657
1 Year,2024-04-12,GM,Consumer Cyclical,43.18015079742046,42.763240814208984,43.25956438659313,42.336402239026754,11901500.0,0.45489657
1 Year,2024-04-15,GM,Consumer Cyclical,43.408464133924454,42.3761100769043,43.656625948401484,42.20736186065133,13499600.0,0.45489657
1 Year,2024-04-16,GM,Consumer Cyclical,42.17758433108946,42.34633255004883,42.60441917511869,41.820230706647465,12384900.0,0.45489657
1 Year,2024-04-17,GM,Consumer Cyclical,42.59449245605309,42.14780044555664,42.842654263367926,41.97905223417391,10663300.0,0.45489657
1 Year,2024-04-18,GM,Consumer Cyclical,42.45552417756408,42.12794876098633,42.52500918350806,41.70111013210255,14180500.0,0.45489657
1 Year,2024-04-19,GM,Consumer Cyclical,42.1974340631565,42.05846405029297,42.64412609496702,41.879787237568756,15469300.0,0.45489657
1 Year,2024-04-22,GM,Consumer Cyclical,42.36618259161257,42.89228439331055,43.239713183599534,41.89963719816807,21315100.0,0.45489657
1 Year,2024-04-23,GM,Consumer Cyclical,45.552582912748775,44.76839065551758,45.62206791917191,44.04375859807,28767300.0,0.45489657
1 Year,2024-04-24,GM,Consumer Cyclical,44.976847379576746,44.748538970947266,44.976847379576746,44.29191836703962,15013900.0,0.45489657
1 Year,2024-04-25,GM,Consumer Cyclical,44.34155309385643,45.284568786621094,45.5128772113285,44.162880063491066,14912500.0,0.45489657
1 Year,2024-04-26,GM,Consumer Cyclical,45.26471176182679,45.50294876098633,45.83052037485098,45.07611015303494,12153300.0,0.45489657
1 Year,2024-04-29,GM,Consumer Cyclical,45.66177025480752,45.70147705078125,45.810668846384765,45.20515346105508,10550300.0,0.45489657
1 Year,2024-04-30,GM,Consumer Cyclical,44.877579910875106,44.202579498291016,45.08603491829556,43.93456429447245,15951300.0,0.45489657
1 Year,2024-05-01,GM,Consumer Cyclical,44.17279883309897,44.14302062988281,44.86765260578078,44.05368223358589,13986800.0,0.45489657
1 Year,2024-05-02,GM,Consumer Cyclical,44.569864943880404,44.341552734375,44.81802676698297,44.24228951979354,13214900.0,0.45489657
1 Year,2024-05-03,GM,Consumer Cyclical,44.69889956362717,44.5301513671875,45.21507653153118,44.18272259572317,10046000.0,0.45489657
1 Year,2024-05-06,GM,Consumer Cyclical,44.768390299267914,44.72868728637695,45.20515752090781,44.629420287527516,10301600.0,0.45489657
1 Year,2024-05-07,GM,Consumer Cyclical,44.85772504768853,44.94706344604492,45.50294723433451,44.83787164953728,9135900.0,0.45489657
1 Year,2024-05-08,GM,Consumer Cyclical,44.52022742306712,44.71875762939453,45.06618643712969,44.252215999171156,7568500.0,0.45489657
1 Year,2024-05-09,GM,Consumer Cyclical,44.64927081565077,45.0264778137207,45.32427121781861,44.47059401586232,9349800.0,0.45489657
1 Year,2024-05-10,GM,Consumer Cyclical,45.24486476946349,44.87758255004883,45.29449637605635,44.718759136962355,7917800.0,0.45489657
1 Year,2024-05-13,GM,Consumer Cyclical,45.225010982277844,44.83787536621094,45.6419210180669,44.74854074709799,13826400.0,0.45489657
1 Year,2024-05-14,GM,Consumer Cyclical,45.1654475250806,44.69890213012695,45.45331612139874,44.42096212631554,10894300.0,0.45489657
1 Year,2024-05-15,GM,Consumer Cyclical,45.16545001392461,45.15552520751953,45.30442002348827,44.7386113921798,11054700.0,0.45489657
1 Year,2024-05-16,GM,Consumer Cyclical,45.046335051277566,45.53273010253906,45.761038524693284,45.036406457860615,11335900.0,0.45489657
1 Year,2024-05-17,GM,Consumer Cyclical,45.73125638977381,45.42353439331055,45.74118498233798,45.25478618620553,11412800.0,0.45489657
1 Year,2024-05-20,GM,Consumer Cyclical,45.41361010986937,44.778316497802734,45.57243351288603,44.73860970038641,9070700.0,0.45489657
1 Year,2024-05-21,GM,Consumer Cyclical,44.63934562472441,44.5897102355957,44.84780062713021,44.23236042574942,9911000.0,0.45489657
1 Year,2024-05-22,GM,Consumer Cyclical,44.27206299909641,43.646697998046875,44.31176979534834,43.40846100718383,11874500.0,0.45489657
1 Year,2024-05-23,GM,Consumer Cyclical,43.64669952360406,43.40846252441406,43.73603792496923,43.061037511687644,10643700.0,0.45489657
1 Year,2024-05-24,GM,Consumer Cyclical,43.745960623706594,43.785667419433594,43.99412241702766,43.547430431720045,7372400.0,0.45489657
1 Year,2024-05-28,GM,Consumer Cyclical,43.37868590404599,42.773170471191406,43.448170909129416,42.48530185776074,13749200.0,0.45489657
1 Year,2024-05-29,GM,Consumer Cyclical,42.30662365189155,42.32647705078125,42.435668851350265,41.959198637943466,13262300.0,0.45489657
1 Year,2024-05-30,GM,Consumer Cyclical,42.49522966900308,43.090816497802734,43.16030150160774,42.30662427011918,9268700.0,0.45489657
1 Year,2024-05-31,GM,Consumer Cyclical,42.8922841872022,44.65919876098633,44.68897696496998,42.68382918601961,32674600.0,0.45489657
1 Year,2024-06-03,GM,Consumer Cyclical,44.62941534997062,45.403682708740234,45.62206250875101,44.62941534997062,15698500.0,0.45489657
1 Year,2024-06-04,GM,Consumer Cyclical,44.98677195820007,44.92721176147461,45.43346396701942,44.70883194677855,9505400.0,0.45489657
