Date,Ticker,Close,Volatility,Market Cap,P/E Ratio,YTD Performance
2023-12-12 00:00:00-05:00,CVX,142.5,,278509944832,17.147093,0.0
2023-12-13 00:00:00-05:00,CVX,144.61000061035156,,278509944832,17.147093,1.4807021827028422
2023-12-14 00:00:00-05:00,CVX,149.92999267578125,,278509944832,17.147093,5.214029947916665
2023-12-15 00:00:00-05:00,CVX,149.35000610351562,,278509944832,17.147093,4.8070218270285014
2023-12-18 00:00:00-05:00,CVX,149.67999267578125,,278509944832,17.147093,5.038591351425437
2023-12-19 00:00:00-05:00,CVX,151.63999938964844,,278509944832,17.147093,6.414034659402423
2023-12-20 00:00:00-05:00,CVX,150.25,,278509944832,17.147093,5.438596491228065
2023-12-21 00:00:00-05:00,CVX,150.7100067138672,,278509944832,17.147093,5.76140822025768
2023-12-22 00:00:00-05:00,CVX,151.0500030517578,,278509944832,17.147093,6.000002141584426
2023-12-26 00:00:00-05:00,CVX,152.41000366210938,,278509944832,17.147093,6.954388534813605
2023-12-27 00:00:00-05:00,CVX,151.91000366210938,,278509944832,17.147093,6.6035113418311475
2023-12-28 00:00:00-05:00,CVX,149.77000427246094,,278509944832,17.147093,5.101757384183103
2023-12-29 00:00:00-05:00,CVX,149.16000366210938,,278509944832,17.147093,4.673686780427633
2024-01-02 00:00:00-05:00,CVX,149.47999572753906,,278509944832,17.147093,4.8982426158168835
2024-01-03 00:00:00-05:00,CVX,152.3300018310547,,278509944832,17.147093,6.898246898985749
2024-01-04 00:00:00-05:00,CVX,150.66000366210938,,278509944832,17.147093,5.726318359375004
2024-01-05 00:00:00-05:00,CVX,150.39999389648438,,278509944832,17.147093,5.5438553659539425
2024-01-08 00:00:00-05:00,CVX,149.5,,278509944832,17.147093,4.912280701754379
2024-01-09 00:00:00-05:00,CVX,145.6999969482422,,278509944832,17.147093,2.2456118935032965
2024-01-10 00:00:00-05:00,CVX,144.5,,278509944832,17.147093,1.403508771929829
2024-01-11 00:00:00-05:00,CVX,145.27999877929688,0.013411212715931708,278509944832,17.147093,1.9508763363486947
2024-01-12 00:00:00-05:00,CVX,147.27000427246094,0.013353498935515722,278509944832,17.147093,3.3473714192708393
2024-01-16 00:00:00-05:00,CVX,143.69000244140625,0.011608953152754517,278509944832,17.147093,0.8350894325657832
2024-01-17 00:00:00-05:00,CVX,143.1199951171875,0.011609782405673537,278509944832,17.147093,0.43508429276315486
2024-01-18 00:00:00-05:00,CVX,141.82000732421875,0.011665483475363857,278509944832,17.147093,-0.47718784265350367
